DOT/USD,USDC/USD,MATIC/USD,SOL/USD,USDT/USD,ETH/USD,TRX/USD,BTC/USD,LTC/USD,AVAX/USD,SHIB/USD,DOGE/USD,UNI/USD,NEAR/USD,LINK/USD,ALGO/USD,BCH/USD,XTZ/USD,AAVE/USD,GRT/USD,MKR/USD,CRV/USD,YFI/USD,SUSHI/USD
,,0.8719,41.6492,1.0001,1586.94,,22900.0,57.03,13.845166065,,0.0689,7.1143,,6.9584,0.341,126.1,,89.16,0.0954,969.3744,,6322.16435,1.284
,,0.8555,40.1397,1.0001,1561.62,,22399.48,57.2,11.12174545,,0.0681,6.9847,,6.9256,0.338,124.75,,89.47,0.0982,966.5822,,6450.08943945,1.296
,,0.8427,38.3923,1.0,1522.88,,21900.24,56.02,11.6179495,,0.065,7.0697,,6.7495,0.328,127.96,,89.0,0.1121,925.5834,,6544.3491314,1.279
,,0.7695,36.0926,1.0001,1427.81,,21126.93,53.61,11.4251255,,0.0618,6.9059,,6.3853,0.309,116.9,,85.71088817,0.1292,886.5866,,6404.0287625,1.269
,,0.776,36.0352,0.9999,1434.81,,21111.95,53.41,11.5875905,,0.0622,6.596,,6.273,0.31,117.17,,86.72,0.1449,911.854,,6431.354025,1.299
,,0.8761,39.677,1.0002,1632.65,,23072.31,59.76,11.864843105,,0.0665,8.2171,,6.8583,0.327,137.6,,88.53,0.1937,1007.4594,,6348.6115,1.427
,,0.9792,43.5414,1.0003,1740.62,,24014.13,63.78,11.526435,,0.0716,9.2074,,7.6671,0.344,154.45,,82.94,0.1737,1120.3797,,6191.012493,1.347
,,0.9228,41.6613,1.0004,1702.28,,23745.55,60.92,11.43494,,0.0684,8.8164,,7.7639,0.332,144.84,,77.95,0.1463,1128.7764,,6530.89774595,1.437
,,0.9713,44.0679,1.0004,1703.01,,23808.89,61.38,11.559121225,,0.0712,8.9438,,7.938,0.343,150.15,,78.03,0.1632,1146.04,,6606.037963,1.437
,,0.928,43.0532,1.0003,1695.64,,23398.0,60.25,11.5700505,,0.0703,8.4522,,7.7984,0.343,141.13,,79.15,0.1619,1128.4847,,6539.593131,1.467
,,0.8582,40.2524,1.0003,1577.29,,22874.13,57.09,11.3738,,0.066,7.9911,,7.1045,0.324,130.4,,76.74,0.1551,1008.0528,,7322.5229935,1.485
,,0.8854,38.5063,1.0002,1614.96,,22834.72,57.51,11.47547215,,0.0666,8.2678,,7.2673,0.325,133.05,,81.04,0.1475,1047.3464,,6887.99700255,1.426
,,0.9082,39.5145,1.0003,1655.46,,23090.0,59.03,12.289784245,,0.0672,8.9448,,7.51,0.335,137.65,,83.78,0.17,1066.6904,,7071.26363945,1.426
,,0.92,40.0072,1.0001,1655.83,,23158.03,61.62,13.0963265,,0.0682,9.1652,,7.6958,0.343,138.06,,89.65,0.1809,1086.0831,,6934.35632925,1.459
,,0.9294,40.4803,1.0001,1732.92,,23212.7,61.61,12.800032615,,0.0701,8.9444,,7.8145,0.353,139.91,,84.97,0.168,1129.5046,,6745.54280392,1.345
,,0.9045,39.7425,1.0,1675.26,,22951.0,60.43,13.319905,,0.0684,8.8224,,7.7232,0.347,140.23,,88.75,0.172,1092.1872,,7071.319891,1.332
,,0.9204,41.9728,1.0001,1712.38,,23350.04,61.33,13.4176976,,0.0701,8.885,,8.426,0.361,141.77,,90.73,0.1818,1139.4831,,7132.6524601,1.323
,,0.9304,42.7127,1.0002,1780.19,,23890.32,62.7,13.32179,,0.071,8.8358,,8.7766,0.367,144.35,,89.81,0.1715,1146.71,,6920.923925,1.301
,,0.8821,39.5036,1.0002,1680.09,,22951.52,58.66,13.2541455,,0.0683,8.4248,,8.4279,0.341,133.3,,90.75,0.1726,1058.0044,,6992.5443,1.322
,,0.9442,44.2673,1.0004,1893.2,,24527.72,62.35,12.955565,,0.072,9.2843,,9.1119,0.369,144.03,,85.82,0.1614,1111.8012,,6965.28971,1.325
,,0.9236,43.2884,1.0005,1891.68,,23943.81,61.53,12.35555,,0.0712,9.0373,,9.0024,0.362,142.77,,86.65,0.1661,1082.374,,6923.08192,1.221
,,0.9996,47.3179,1.0005,1993.13,,24748.32,63.55,13.1156,,0.0728,9.17,,9.3159,0.37,144.78,,85.61,0.1625,1077.3839,,7358.44925115,1.212
,,1.03,46.9168,1.0004,1992.82,,24579.41,64.86,12.95975,,0.0753,9.4336,,9.178,0.376,144.3,,80.48,0.1494,1074.5137,,6953.86072,1.214
,,1.0119,46.4012,1.0003,1983.99,,24861.88,64.17,12.862602255,,0.0797,9.0104,,8.9564,0.372,140.68,,80.75,0.1535,1036.1503,,6983.803835,1.183
,,0.9485,43.1708,1.0004,1871.84,,23966.91,60.56,13.3095,,0.0792,8.3854,,8.6082,0.354,135.89,,81.68,0.1584,992.5445,,7097.37511965,1.222
,,0.9513,44.0857,1.0003,1900.9,,24070.0,63.78,13.24,,0.0864,8.49,,8.6361,0.362,144.04,,78.94,0.1608,1002.902,,6994.79042,1.165
,,0.8906,40.6485,1.0002,1844.1,,23375.6,60.63,13.07915385,,0.08,8.0488,,8.0856,0.341,133.39,,80.83,0.158,942.865,,6925.9375,1.13366
,,0.8345,38.2362,1.0001,1818.77,,22789.19,58.75,12.571589,,0.0743,7.258,,7.4179,0.321,126.83,,81.04,0.1562,881.233,,6896.17995,1.05258
,,0.8002,36.9528,1.0001,1647.86,,21240.0,55.6,12.528035,,0.0703,7.128,,7.1311,0.31,117.38,,75.8,0.143,852.6582,,6867.9,1.0877
,,0.7869,34.9939,1.0001,1583.76,,21197.91,54.21,13.451517775,,0.0685,7.0325,,6.9182,0.3,115.06,,76.6,0.1443,829.8734,,6915.15961656,1.074593
,,0.8118,36.2482,1.0,1607.65,,21467.0,54.55,14.1475706,,0.0685,7.1564,,7.0372,0.304,119.56,,76.9,0.1451,829.3363,,6761.6314383,1.16854
,,0.8153,35.3066,0.9999,1610.89,,21263.86,55.97,13.2559139,,0.0683,7.0257,,7.0206,0.301,123.03,,74.3,0.138,841.2103,,6741.731913845,1.228068255
,,0.8118,34.8461,1.0,1622.84,,21326.31,56.18,13.6398595,,0.0676,6.9445,,7.0907,0.302,131.56,,77.2,0.1432,847.7359,,6426.47945476,1.2631845
,,0.8171,35.4607,0.9999,1676.02,,21539.39,56.59,13.226624,,0.0684,7.0783,,7.2581,0.305,129.82,,73.7,0.1335,862.3962,,6495.42624,1.1199476
,,0.8215,35.098,0.9998,1683.12,,21530.63,55.95,12.998902405,,0.069,6.9113,,7.1027,0.307,129.99,,73.0515,0.12563285,835.2175,,6887.81104963,1.186435
,,0.7688,31.7657,0.9999,1494.0,,20145.72,52.7,14.761387065,,0.0635,6.0853,,6.5195,0.283,117.07,,67.29219115,0.115879965,767.1534,,7039.3425258,1.26126
,,0.808,31.4606,0.9999,1487.49,,19996.69,52.8,14.485478625,,0.0633,5.9812,,6.4791,0.289,115.22,,68.512090655,0.1181,762.1901,,7036.138175,1.22398104
,,0.7797,30.4415,0.9999,1449.34,,19805.46,54.5,14.5818272,,0.0617,5.8674,,6.3232,0.286,115.9,,67.66126,0.1134251,752.1504,,7009.57678757,1.2086
,,0.8315,32.7978,0.9999,1582.42,,20464.65,56.01,14.474308005,,0.0641,6.4177,,6.776,0.3,120.04,,73.7915,0.134446,824.3406,,6763.135489,1.17164645
,,0.8371,32.4458,1.0001,1606.47,,20337.81,54.63,14.24,,0.0631,6.3139,,6.7995,0.298,117.56,,75.9489875,0.14545998,811.5678,,6578.63528937,1.17029756
,,0.843,31.3406,1.0001,1551.61,,20056.65,54.88,14.04319096,,0.0609,6.0942,,6.5894,0.289,115.08,,80.4525778,0.15587965,750.5026,,6738.5936563,1.059760055
,,0.8843,31.6256,1.0,1593.77,,20156.76,57.15,14.09635,,0.0625,6.32,,6.905,0.293,117.15,,73.800255,0.14102,761.5814,,6417.8522,1.0672487
,,0.8743,31.097,1.0,1565.29,,19919.47,61.77,13.943045875,,0.0618,6.3018,,6.8898,0.302,118.21,,76.39691605,0.149694,741.3563,,6330.22952,1.03185
,,0.8869,31.4544,1.0,1556.45,,19806.11,59.95,13.92715,,0.0628,6.3696,,6.8783,0.31,117.17,,80.3500435,0.159338105,742.4452,,6162.5729754,1.0334895
,,0.8944,32.1589,1.0001,1577.37,,19888.67,60.32,13.615,,0.0629,6.4619,,7.2372,0.311,119.11,,78.90064005,0.157935,754.4024,,6358.56840486,1.0496
,,0.8851,32.5288,1.0,1640.21,,19760.56,60.16,13.343805585,,0.0632,6.531,,7.2688,0.304,126.06,,77.60238488,0.14911775,754.3055,,6478.765,1.0145
,,0.8052,30.9326,1.0001,1512.0,,18724.59,53.81,13.185828115,,0.0588,5.8471,,6.644,0.287,112.16,,76.81010295,0.150599,711.8813,,6408.108563995,1.06256715
,,0.8401,32.657,1.0001,1642.65,,19356.85,56.89,13.1886855,,0.0608,6.1076,,7.0843,0.297,117.27,,79.1670613,0.15195,742.4612,,6415.5413,1.0818296
,,0.872,35.125,1.0,1696.64,,20360.17,60.23,13.2796,,0.0628,6.4236,,7.8686,0.317,130.96,,75.10017891,0.1472668,760.4241,,6328.9414255,1.08094604
,,0.8881,34.7011,1.0,1732.95,,21454.54,61.27,13.1585,,0.0639,6.565,,7.7102,0.321,132.79,,76.265255,0.15015101,769.2369,,6357.422251,1.1115571
,,0.8958,34.6905,1.0002,1760.42,,21560.0,63.17,13.25386995,,0.0641,6.5881,,7.8815,0.324,131.38,,72.85245,0.14165095,772.04,,6293.895376,1.08286655
,,0.8837,34.8221,1.0003,1727.32,,21719.51,61.09,13.29,,0.0633,6.5032,,7.9527,0.322,128.68,,71.6042237,0.139872745,748.4391,,6260.19084465,1.04612861
,,0.9363,38.2146,1.0003,1714.13,,22288.81,61.3,13.0870705,,0.0636,6.6601,,7.7058,0.318,128.8,,73.202295115,0.1399135,728.9564,,6272.9545,1.08077147
,,0.8666,33.9119,1.0,1621.42,,20389.76,60.06,12.5673925,,0.0607,6.2104,,7.2685,0.302,120.0,,69.30131855,0.13230118,704.3777,,6251.317157625,1.15394275
,,0.8409,33.0866,1.0001,1601.89,,20031.29,59.28,12.783122705,,0.0603,5.9329,,7.1931,0.294,117.17,,71.6097535,0.144418,684.5439,,5947.46649875,1.1306235
,,0.8207,32.9708,1.0,1468.73,,19825.0,55.99,12.476042,,0.0597,5.917,,7.4896,0.297,118.46,,73.1895,0.1474215,667.467,,5769.951,1.1409624
,,0.8154,32.8622,1.0001,1440.77,,19935.19,56.56,12.478003155,,0.0606,5.9428,,7.8395,0.303,120.71,,72.09553,0.14417,676.5073,,5376.23,1.1169235
,,0.8219,33.5559,1.0,1453.56,,20010.1,57.34,12.30355,,0.0614,5.9665,,8.0257,0.309,121.65,,74.70744795,0.146881,676.8177,,5533.0673969,1.096822455
,,0.7431,31.4118,1.0,1306.34,,18824.75,51.46,12.61219575,,0.0571,5.3489,,7.1886,0.301,109.17,,74.115615,0.1411566,620.4727,,5633.785,1.111306435
,,0.7548,32.2848,1.0001,1356.5,,19337.08,52.01,12.69148475,,0.0585,5.4707,,7.1919,0.341,112.17,,72.34251,0.13748175,620.7206,,5657.101,1.15188
,,0.7429,31.9455,1.0002,1338.52,,19004.78,52.25,12.4669085,,0.0594,5.4838,,6.9609,0.323,113.02,,72.999183,0.138625,609.7503,,5577.2735,1.10079995
,,0.7212,31.2038,1.0,1263.7,,18701.12,51.88,12.652239285,,0.0576,5.6023,,6.7621,0.346,110.39,,78.95565,0.1525411,607.4336,,5576.985,1.11784275
,,0.767,33.0111,1.0001,1350.0,,19410.43,54.44,12.543836495,,0.062,5.9516,,7.22,0.393,119.54,,79.13664345,0.1467,666.5218,,5724.05,1.1959635
,,0.7761,33.9062,1.0,1328.14,,19162.79,54.97,12.456671,,0.0661,5.9651,,7.4824,0.391,120.17,,80.792175,0.14482593,680.4761,,5542.31,1.1793635
,,0.7622,34.0083,1.0001,1327.65,,19008.15,54.07,12.4469262,,0.0631,5.9023,,7.7962,0.388,117.49,,77.38605,0.1438552,683.5898,,5739.85,1.17965852
,,0.7341,32.3374,1.0001,1294.15,,18812.46,52.74,12.32694635,,0.0611,5.657,,7.6197,0.37,113.95,,76.6955,0.142666,678.1043,,5630.31,1.18218
,,0.777,34.728,0.9999,1380.65,,20047.85,54.9,12.34,,0.0624,6.3987,,8.2614,0.369,118.74,,75.807997,0.1427347,755.0469,,5729.529,1.17945
,,0.7262,32.426,0.9999,1283.51,,18765.47,52.01,12.29655615,,0.0594,6.181,,8.0048,0.34,112.15,,79.5536385,0.14978705,705.484,,5597.845,1.196954735
,,0.7465,33.7754,1.0,1342.02,,19583.96,53.76,11.765164,,0.0608,6.5226,,7.7636,0.354,115.36,,76.5445,0.14344545,717.8947,,5693.2835,1.10594485
,,0.7751,34.0664,1.0,1328.49,,19428.46,53.7,11.38743,,0.0606,6.3303,,7.8127,0.352,117.05,,78.804625,0.1469489,751.4882,,5631.495,1.071367275
,,0.7782,32.9381,1.0,1328.74,,19405.95,53.4,10.6415266,,0.0613,6.4905,,7.5965,0.361,119.24,,83.18509472,0.154928,759.9999,,5513.2,1.03638945
,,0.7747,32.9848,1.0,1312.77,,19334.87,53.34,10.7441,,0.0609,6.4181,,7.5175,0.37,118.33,,81.6531165,0.1600493,736.84,,5518.4,1.049203
,,0.7678,32.1452,1.0,1288.59,,19096.18,52.14,10.785,,0.0591,6.2994,,7.0348,0.349,114.55,,82.5587839,0.16834363,769.5,,5455.204,1.04695341
,,0.8122,33.0171,1.0001,1328.82,,19595.27,54.16,10.7355,,0.0602,6.6238,,7.5455,0.352,116.19,,82.510621,0.1658399,828.6972,,5465.2505,1.041002365
,,0.8365,33.96,1.0003,1350.92,,20126.49,54.85,10.231,,0.0649,6.6659,,7.6966,0.353,122.36,,80.915091845,0.16705,850.6598,,5361.9,1.05848961
,,0.8486,34.3665,1.0003,1373.31,,20357.72,54.72,10.1485,,0.0657,6.9308,,7.8602,0.358,122.27,,81.093158935,0.168267,840.4454,,5381.715,1.05180759
,,0.8394,33.4348,1.0,1352.11,,19943.81,53.39,10.30545,,0.0633,6.9468,,7.673,0.347,119.58,,74.652335,0.15693915,835.825,,5414.9925,1.057375745
,,0.8245,32.7781,1.0,1327.9,,19443.04,52.94,9.93268,,0.0621,6.7341,,7.5647,0.337,117.33,,72.94866,0.14657,860.6021,,5478.5,1.054587
,,0.811,32.5718,1.0,1313.0,,19385.22,53.07,10.0469,,0.0614,6.511,,7.4544,0.332,116.92,,69.90395,0.138245755,868.6027,,5404.0355,1.04792
,,0.8334,33.0872,1.0001,1325.02,,19469.98,54.35,10.107,,0.0622,6.572,,7.6501,0.337,117.18,,70.54795606,0.140037255,918.2716,,5296.77,1.018855205
,,0.8025,31.3425,1.0001,1277.28,,19040.95,51.62,10.065,,0.059,6.371,,7.2155,0.317,110.66,,70.137271815,0.138338935,952.828,,5245.0575,1.011205
,,0.7952,31.1748,1.0,1292.01,,19098.17,52.4,10.4755,,0.0605,6.1237,,7.2177,0.318,111.76,,69.305715405,0.1341654,965.8098,,5169.045,1.01032698
,,0.7636,30.6571,1.0001,1284.68,,19092.97,51.91,10.66425,,0.0588,5.7584,,6.9305,0.305,110.79,,70.59311008,0.14049645,926.1576,,5203.4225,1.03716275
,,0.802,31.7767,1.0001,1327.52,,19815.8,52.18,10.3765,,0.0605,6.4844,,7.1437,0.328,111.36,,70.99517,0.1409,930.6367,,5312.8155,1.0337666
,,0.7986,30.173,1.0,1298.56,,19188.13,51.36,10.0092,,0.0588,6.2547,,6.9167,0.317,107.95,,71.7114,0.139704,954.7366,,5428.16,1.05095438
,,0.7937,29.8186,1.0,1284.71,,19138.33,50.6,9.9313,,0.0591,6.066,,7.1088,0.323,108.91,,72.493753295,0.138515,961.5064,,5570.45,1.009087765
,,0.8074,30.2746,1.0001,1305.26,,19227.32,51.47,9.9526,,0.059,6.0972,,7.1607,0.321,109.35,,71.405370715,0.13746587,988.2094,,5469.71,0.9699585
,,0.8664,31.1243,1.0001,1335.7,,19583.15,51.82,9.96383,,0.0598,6.3704,,7.2895,0.328,110.74,,69.748,0.13510514,1084.9757,,5479.71,0.92035554
,,0.8602,29.9745,1.0,1303.72,,19277.87,51.52,9.7668,,0.0598,6.4465,,7.0269,0.316,108.24,,68.89805,0.130409435,1112.0721,,5431.9575,0.900855
,,0.8417,29.1659,1.0001,1290.7,,19184.05,51.49,9.8786,,0.0598,6.5201,,6.8304,0.309,107.46,,68.890555195,0.131523865,1089.9744,,5443.5095,0.8988697
,,0.8111,28.1377,1.0,1288.4,,19047.54,50.79,9.958,,0.0588,6.0452,,6.6214,0.304,106.34,,71.295590525,0.13476,1053.0928,,5365.335,0.865492
,,0.8178,27.7137,1.0001,1297.61,,19151.49,51.55,10.0949,,0.0592,6.0003,,6.75,0.31,106.53,,71.2924433,0.132611,1025.745,,5112.1735,0.88094825
,,0.8288,28.2766,1.0001,1310.24,,19187.96,52.27,9.890835,,0.0595,6.0905,,6.9353,0.313,108.9,,72.39917,0.133265,986.8906,,5133.716,0.8858485
,,0.883,28.6769,1.0001,1348.14,,19337.51,53.5,9.3965,,0.0595,6.2313,,6.9292,0.31,109.33,,70.149615,0.126956075,977.2874,,5178.9495,0.9079715
,,0.8933,28.467,1.0001,1346.42,,19341.92,52.8,9.45386,,0.0603,6.1434,,6.9284,0.319,108.88,,69.05263675,0.122175,941.2941,,5160.25,0.889453
,,0.9276,31.1316,1.0003,1480.48,,20209.17,56.18,9.3499,,0.0661,6.6157,,7.1421,0.333,113.57,,65.80195,0.119769,963.4703,,5260.0745,0.91202105
,,0.9391,31.769,1.0003,1562.15,,20805.83,56.45,9.2048,,0.0777,6.8391,,7.2595,0.339,115.74,,64.65055,0.113972,950.1626,,5222.39,0.917109
,,0.9073,30.6297,1.0002,1508.47,,20253.35,54.57,9.30406,,0.0746,6.9156,,6.908,0.326,112.78,,64.13955,0.117252605,900.4598,,5163.85,0.90403165
,,0.9398,32.6397,1.0003,1581.5,,20686.46,55.06,9.434785,,0.086,6.8601,,7.1528,0.338,116.21,,61.612652575,0.11321019,910.4538,,5222.192,0.896289645
,,0.9289,32.8206,1.0004,1618.87,,20749.99,56.4,9.5395,,0.1323,7.2031,,7.7442,0.339,118.76,,62.65305,0.115367,921.618,,5227.535,0.90247262
,,0.9091,33.1409,1.0002,1589.49,,20566.72,55.33,9.29411,,0.1221,6.8829,,7.909,0.364,116.5,,62.40613475,0.1158796,914.0,,5317.995,0.88008
,,0.9017,32.6618,1.0,1589.76,,20493.6,54.81,9.097,,0.1414,7.0154,,7.7389,0.347,115.11,,63.244,0.11858327,893.2844,,5466.742,0.90568583
,,0.8727,32.3018,0.9999,1590.03,,20516.85,55.14,9.160105,,0.1439,7.182,,7.8286,0.352,115.08,,62.645845,0.12280995,879.0683,,5280.485,0.88552218
,,0.9622,31.8688,0.9998,1553.11,,20355.0,62.68,9.0897,,0.1342,7.3239,,7.8023,0.366,117.31,,63.595559885,0.1250897,865.6478,,5179.045,0.854417065
,,1.1283,31.798,0.9999,1551.13,,20330.46,63.37,9.07815,,0.1194,7.0737,,8.2735,0.378,119.24,,65.94392881,0.1239785,859.6013,,5306.48,0.83997099
,,1.1846,34.5627,0.9999,1643.51,,21368.32,67.98,8.884505,,0.1331,7.6599,,8.646,0.416,123.22,,65.1121925,0.12200265,907.4279,,5340.055,0.84622675
,,1.1579,36.0953,0.9999,1619.29,,21231.2,68.85,8.86525,,0.1252,7.5998,,8.6927,0.429,123.35,,64.886445525,0.12179505,894.2186,,5385.87,0.85544286
,,1.1996,32.2423,0.9999,1588.22,,20850.52,71.2,8.899355,,0.1173,7.5328,,8.2235,0.42,118.77,,64.985,0.12079139,850.6275,,5418.8585,0.87199673
,,1.1036,27.1028,1.0002,1471.01,,19709.07,63.44,8.80125,,0.1,6.4316,,8.1993,0.376,111.33,,63.595771,0.118295,776.4999,,5382.8355,0.879884005
,,0.9678,20.4701,0.9998,1302.27,,18391.9,58.45,9.0002,,0.0877,6.0537,,7.1487,0.323,102.21,,65.6964,0.1212215,698.4754,,5172.94,0.84594481
,,0.9492,15.0888,0.9981,1186.1,,16681.8,54.45,9.03995,,0.0827,5.4047,,6.8601,0.296,97.93,,64.51593015,0.1173915,780.6077,,5129.3595,0.837185
,,1.0871,17.0752,0.998,1262.05,,17310.0,61.88,8.987265,,0.0872,5.6473,,6.99,0.311,102.43,,63.732446505,0.1157,824.4299,,5094.23,0.84612
,,0.9391,14.9106,0.9979,1244.4,,16661.27,58.42,9.3064,,0.0791,5.4717,,6.2579,0.272,97.98,,63.302269045,0.115199,695.0,,5093.046,0.8545312
,,0.9532,14.4741,0.998,1262.8,,16829.64,59.44,9.159,,0.0894,6.0631,,6.4462,0.275,102.51,,64.997817,0.1179183,728.9277,,5110.59,0.856008905
,,0.8676,12.4782,0.998,1179.73,,15832.13,53.94,9.32185,,0.0807,5.4707,,5.7571,0.24,98.4,,66.444181,0.12034861,667.82,,5140.647,0.84409905
,,0.9187,13.9405,0.9984,1246.3,,16637.69,57.45,9.732,,0.086,6.0126,,6.2835,0.259,103.59,,68.118648,0.123978475,697.02,,5087.83,0.75552123
,,0.9474,14.4829,0.9989,1256.2,,16903.02,59.83,9.308275,,0.0883,6.2918,,6.5135,0.294,104.53,,67.297735155,0.1269655,708.2909,,5166.712,0.761684505
,,0.8815,14.2527,0.9989,1210.13,,16571.05,57.73,9.33384,,0.0853,5.9564,,6.1539,0.273,102.94,,65.241409,0.12927995,664.0137,,5125.0545,0.7275315
,,0.8908,13.5722,0.999,1215.97,,16791.3,62.64,10.0335,,0.0856,5.8966,,6.2573,0.272,104.61,,62.801889915,0.137814,651.0,,4971.9,0.73897645
,,0.8551,12.8472,0.9988,1204.28,,16580.8,62.04,10.3754,,0.0836,5.7196,,6.053,0.297,104.14,,63.595905,0.13000704,658.9549,,4983.8,0.5623935
,,0.8715,13.1103,0.9988,1217.45,,16667.88,63.54,11.1275,,0.0854,5.7489,,6.1847,0.288,106.15,,63.695949255,0.1302695,670.4798,,5070.905,0.581315615
,,0.8125,11.9395,0.9985,1133.81,,16205.09,60.71,10.3963,,0.0769,5.3414,,5.7831,0.253,103.7,,63.987258535,0.12878521,635.0,,5285.6075,0.5559794
,,0.7944,11.6052,0.9986,1097.85,,15781.17,61.92,9.9611,,0.0749,5.1348,,5.9927,0.235,105.09,,62.1005,0.123765065,636.4114,,5476.6675,0.57188699
,,0.8594,12.8296,0.9988,1157.0,,16445.38,79.22,9.5658,,0.081,5.4529,,6.4623,0.243,118.34,,60.5085,0.1177745,659.5897,,5886.565,0.58125
,,0.8703,14.2494,0.9987,1199.59,,16638.24,76.41,9.33721,,0.0821,5.4958,,6.6948,0.245,113.85,,62.0596745,0.1188394,672.0,,5792.8235,0.557618
,,0.8238,13.9836,0.999,1172.22,,16347.57,75.61,9.17521,,0.0809,5.318,,6.6846,0.236,115.08,,59.06785,0.112542,637.1238,,5900.7725,0.5879355
,,0.8613,14.4059,0.9992,1219.31,,16615.59,77.21,9.1533,,0.0928,5.5027,,6.8993,0.246,114.5,,59.56491705,0.1118168,651.7768,,5726.026,0.60612475
,,0.851,14.2872,0.9993,1216.03,,16528.64,76.29,9.21296,,0.094,5.5339,,7.1173,0.244,112.73,,52.820093275,0.09427045,652.1124,,5725.3225,0.60159105
,,0.815,13.3901,0.9993,1166.99,,16158.06,70.93,9.15205,,0.0933,5.2469,,6.6859,0.23,108.42,,52.08610605,0.1009885,634.8707,,5639.835,0.59643755
,,0.8409,13.693,0.9994,1206.92,,16474.07,76.52,9.354645,,0.103,5.4263,,7.436,0.241,112.41,,51.8878864,0.09668696,653.4996,,5996.0565,0.59329
,,0.8657,13.5902,0.9996,1271.02,,16859.03,78.46,9.3184,,0.1065,5.7672,,7.5047,0.244,112.52,,54.034005,0.0972,659.535,,5861.1885,0.63443
,,0.9219,13.8972,0.9999,1282.39,,17112.2,77.03,9.15766,,0.1031,5.7727,,7.5352,0.244,112.22,,55.6974341,0.09953,652.0997,,5635.65,0.65956
,,0.9129,13.4787,0.9999,1273.07,,16936.52,76.45,8.82844,,0.0989,5.9819,,7.6194,0.24,109.89,,50.308492665,0.0968912,646.5419,,5888.345,0.6436669
,,0.9255,13.6363,1.0,1288.8,,17018.69,77.16,9.2407,,0.1013,6.3631,,7.4507,0.241,111.03,,49.88975,0.0978505,642.6533,,5588.075,0.683645
,,0.9165,13.4714,0.9999,1260.31,,17015.51,76.84,9.22825,,0.1037,6.2048,,7.3642,0.239,111.62,,50.8472035,0.0991017,641.8113,,5714.35,0.720362035
,,0.9372,14.0007,0.9999,1297.42,,17344.37,83.34,9.680385,,0.1045,6.3966,,7.5192,0.243,114.26,,51.255926,0.10282585,655.4396,,5821.55,0.67747
,,0.9081,14.0544,1.0,1257.38,,16978.02,80.36,10.28355,,0.1003,6.1283,,7.2232,0.235,111.5,,50.94660355,0.099154455,634.9285,,5875.18,0.69084237
,,0.9043,13.9891,0.9999,1260.83,,17006.81,80.06,10.54875,,0.1005,6.1479,,7.0314,0.232,112.2,,51.7929692,0.099815645,627.7519,,6146.473,0.6666489
,,0.8906,13.3592,0.9999,1228.8,,16818.59,75.13,10.5064,,0.0959,5.9466,,6.8424,0.226,108.81,,53.856489455,0.1056995,607.4249,,5959.75,0.6326
,,0.9234,13.6604,0.9999,1280.72,,17219.55,77.82,11.115,,0.0985,6.1292,,6.9939,0.225,111.67,,57.03007033,0.112093,620.496,,6387.269,0.6735332
,,0.9049,13.6304,1.0,1263.3,,17135.44,76.28,10.77295,,0.0969,6.1878,,6.8029,0.23,109.97,,56.0008601,0.109126,613.4901,,7296.2925,0.67571
,,0.9126,13.6571,0.9999,1275.9,,17173.03,77.52,10.775,,0.0969,6.1005,,6.957,0.23,109.88,,58.0392495,0.11263,613.6731,,8584.8,0.6682795
,,0.8868,13.0257,1.0,1247.56,,16946.66,74.42,10.8356,,0.088,5.7928,,6.5982,0.217,104.41,,66.78708494,0.113361095,591.0011,,9422.6095,0.701772255
,,0.8995,13.1,0.9999,1272.26,,17190.04,76.68,11.1775,,0.0896,5.8889,,6.6309,0.215,105.23,,65.388445,0.1103815,590.0814,,9548.185,0.69706
,,0.9204,13.8436,1.0,1320.5,,17787.6,78.26,11.471,,0.0911,6.0669,,6.8592,0.222,109.57,,64.449657215,0.10946895,601.95,,10707.935,0.71861
,,0.8995,14.2651,1.0001,1290.26,,17718.06,75.04,11.197,,0.0878,5.9171,,6.6484,0.221,109.69,,61.9372675,0.106603325,604.5436,,10757.819,0.671645605
,,0.8859,13.9971,1.0001,1271.01,,17410.24,73.1,12.17895,,0.0861,5.8314,,6.4921,0.212,107.36,,59.71152865,0.101859,590.5282,,12844.24,0.64907
,,0.8072,12.2604,1.0,1177.1,,16691.8,65.39,11.5833,,0.0773,5.3648,,5.9325,0.186,101.76,,65.1738155,0.1053065,540.0,,13998.6165,0.6424725
,,0.8173,12.5041,1.0001,1187.61,,16740.59,65.06,12.0615,,0.0795,5.3755,,6.0142,0.192,102.91,,67.0335,0.102205,560.5041,,8970.625,0.6383455
,,0.8009,12.2579,1.0,1179.14,,16708.35,62.59,12.3235,,0.0773,5.2813,,5.8947,0.186,100.82,,67.924403245,0.10666538,542.9445,,9142.99,0.6194415
,,0.7979,12.3155,1.0001,1208.52,,16790.0,65.17,12.4015,,0.0748,5.2768,,6.0661,0.18,100.57,,70.58942252,0.1243646,541.7633,,8935.152,0.63453912
,,0.7929,12.08187,1.0,1210.97,,16833.87,65.24,12.96785,,0.0725,5.2861,,5.9525,0.178,100.74098,,73.2051315,0.1267375,548.7001,,8322.428,0.647489965
,,0.7891,12.068,1.0,1211.1,,16824.59,66.0,12.75205,,0.0736,5.3121,,5.9652,0.172,100.81,,78.118839195,0.1251875,550.7291,,7993.9005,0.62655945
